fid,left,top,right,bottom,plot_id,xcoord,ycoord,Number_Burrows,Area_Surveyed,Radius,NN_Elevation,NN_slope,NN_aspect,NN_NDVI,NN_SAVI,Bi_Elevation,Bi_slope,Bi_aspect,Bi_NDVI,Bi_SAVI,col,cor_Radius,WeightedBuff_Elevation,WeightedBuff_slope,WeightedBuff_NDVI,WeightedBuff_SAVI,geometry
531,-700666.4662,7758097.241,-700566.4662,7757997.241,P_531,-700616.4662,7758047.241,22,314,10,466.9047935803715,33.19848209884198,76.04001804870614,0.5061978606228765,661.5607524375678,471.955547074161,31.169085833589687,76.88491002290255,0.49297564080875217,654.9490797715691,2,8.367788194144381,471.44865099761375,31.585800497300326,0.4971572452520131,656.309488369362,"c(664419.11581737, 6319514.78634241)"
536,-700666.4662,7757597.241,-700566.4662,7757497.241,P_536,-700616.4662,7757547.241,10,314,10,527.4984079304106,22.304276784843104,28.795497547808736,0.3868160557445848,710.1817033645018,524.9675267074321,23.163193358057452,28.90364110062032,0.3700742375831206,719.838532249127,2,9.251813916914912,526.723105629233,22.72328900522412,0.3823318611513198,713.6773270380124,"c(664429.907836977, 6319242.51782468)"
577,-700566.4662,7757997.241,-700466.4662,7757897.241,P_577,-700516.4662,7757947.241,15,314,10,455.0229612467651,24.154294023577393,51.5229427707731,0.41504482929692704,728.9691950843217,453.49142595432863,23.91194183026454,53.02903097747439,0.4183756618658926,732.4847520868557,2,9.124468296315712,455.19626382420677,24.21884052463996,0.4141911021581784,730.146770740075,"c(664475.835736261, 6319462.4971201)"
582,-700566.4662,7757497.241,-700466.4662,7757397.241,P_582,-700516.4662,7757447.241,3,314,10,543.3875932896229,22.314821260808127,3.653701826983356,0.3442264899171584,875.6389817850469,537.8542634754446,22.95871100162293,6.644024749225396,0.33349622788116307,782.5684246021945,2,9.251115297879553,538.7853718979268,22.752803405842364,0.3328040106042752,793.7869463940868,"c(664486.631421628, 6319190.22512148)"
583,-700566.4662,7757397.241,-700466.4662,7757297.241,P_583,-700516.4662,7757347.241,3,314,10,554.9535856684331,18.762468452796448,355.9762937406178,0.3413407279446299,817.8555098452837,557.9469888199048,17.23421476082273,349.74940934368595,0.31062769566010223,788.9371027165621,2,9.468601568466996,556.5651188425813,17.718746142173064,0.3242524710364485,792.9169923902821,"c(664488.790607517, 6319135.76858395)"
587,-700566.4662,7756997.241,-700466.4662,7756897.241,P_587,-700516.4662,7756947.241,29,314,10,571.2641961116026,25.001360450205166,267.11236143848924,0.4613337670124139,791.712497239028,572.7291486728889,26.37030658305008,266.2052950347406,0.4365301908462396,757.8401280453959,2,9.062977519914172,572.4868316206257,25.98561828360952,0.4421899449990411,766.2993171164608,"c(664497.427513778, 6318917.93530765)"
623,-700466.4662,7757897.241,-700366.4662,7757797.241,P_623,-700416.4662,7757847.241,20,314,10,452.84650827631447,24.648631208919543,28.303091149973348,0.3982789138408651,682.8860550747632,458.1369132001699,25.100506824020606,26.85826546465878,0.4129932441230568,678.7394954959403,2,9.088824529634906,457.54088918489305,25.012307539294493,0.4105702531108201,679.1308768539153,"c(664532.557088716, 6319410.20793634)"
624,-700466.4662,7757797.241,-700366.4662,7757697.241,P_624,-700416.4662,7757747.241,16,314,10,479.81672094461305,19.546366201104327,19.49409138536934,0.3181584580176068,671.2922288707339,480.6259409724489,19.520535657544684,17.828758230688415,0.3279891101643443,699.5921036893801,2,9.42371051644869,478.7691895394451,20.910645667145836,0.3456317636617401,659.2627775813385,"c(664534.716926397, 6319355.75426564)"
630,-700466.4662,7757197.241,-700366.4662,7757097.241,P_630,-700416.4662,7757147.241,81,314,10,589.2546762855328,22.307100273680895,289.25708381015306,0.2815856207747486,728.0449219771795,589.5273348683174,21.810713415112225,294.5557660437093,0.2996216975231719,750.4220383277259,2,9.251626878777907,590.3508215675549,22.532599692538746,0.28123850086060603,742.4990478985491,"c(664547.676294308, 6319029.01727678)"
673,-700366.4662,7757397.241,-700266.4662,7757297.241,P_673,-700316.4662,7757347.241,58,314,10,550.474698684751,27.786950981888022,10.128744620348566,0.5114059624206054,805.8702230411777,553.4398004798884,27.85351423273228,8.838685024982588,0.5234997191380667,812.1697318750403,2,8.84687171051435,550.2824074874039,27.83115317833312,0.5112897059841909,806.1984585922501,"c(664597.922255824, 6319140.09704807)"
674,-700366.4662,7757297.241,-700266.4662,7757197.241,P_674,-700316.4662,7757247.241,129,314,10,583.4173605021457,27.43971031668369,350.7407419507218,0.6312931920389427,646.3602791916915,582.7472832904863,28.074565996348824,337.99584944619727,0.6453903026994432,640.1943600988822,2,8.87496218607459,583.4635760334694,27.986494567028465,0.6458919849721083,633.6493263216668,"c(664600.082891798, 6319085.63983077)"
675,-700366.4662,7757197.241,-700266.4662,7757097.241,P_675,-700316.4662,7757147.241,126,314,10,610.6425824547595,22.528793578948434,313.4470376507782,0.32816331108145586,945.830446931719,608.6783686206865,22.994728452061167,325.9419797874873,0.4085901709486581,868.294466479974,2,9.236871010700474,611.0687662933727,22.141382139816635,0.3664978563940083,911.4590851413662,"c(664602.243544054, 6319031.18190085)"
688,-700366.4662,7755897.241,-700266.4662,7755797.241,P_688,-700316.4662,7755847.241,78,314,10,616.4312735100931,17.038699030036543,22.806819549635076,0.667236908673628,664.4277884132943,612.7393162328144,15.653938414633597,22.028886573871723,0.653138236432288,628.9062377176879,2,9.561070625427844,613.8860320975386,16.352013620361255,0.6582989441854793,642.0728868595231,"c(664630.333504787, 6318323.1639611)"
689,-700366.4662,7755797.241,-700266.4662,7755697.241,P_689,-700316.4662,7755747.241,105,314,10,626.1943814015407,17.97471625919134,24.814922860592088,0.6307974017802069,753.3290772240939,628.3392408463211,18.854936778752087,29.054351237589387,0.6517748105888546,727.4842912851936,2,9.511927881075188,627.5612943623441,18.860037637010677,0.6455463293636036,735.6846187183324,"c(664632.494384936, 6318268.69605395)"
690,-700366.4662,7755697.241,-700266.4662,7755597.241,P_690,-700316.4662,7755647.241,113,314,10,641.5207381424162,8.433128317280266,5.597443780487928,0.7031912809759706,713.6174452937787,640.1358026837488,12.91447237794578,61.41628916516757,0.6906791411093034,727.9782555346384,2,9.891877026583677,639.7242915845808,13.172549518409381,0.6950372586556959,717.2824314447173,"c(664634.655281361, 6318214.2274341)"
691,-700366.4662,7755597.241,-700266.4662,7755497.241,P_691,-700316.4662,7755547.241,74,314,10,646.929123023114,8.100043876146003,317.6836911662254,0.6650384833847206,808.9469818914209,645.391400424207,12.01261834155437,200.71850185033622,0.6666261871008461,807.1514319784437,2,9.900235498164694,645.6858278232592,11.952437247098663,0.6667928554856015,809.2360095709769,"c(664636.816194061, 6318159.75810155)"
692,-700366.4662,7755497.241,-700266.4662,7755397.241,P_692,-700316.4662,7755447.241,85,314,10,656.6086527396885,22.310825234369034,22.07038658627349,0.6671294869239557,672.5253646630057,654.4870504754175,19.74813311636431,152.8603382028377,0.6629959041899429,692.7893913125974,2,9.251380089505513,655.8129603666907,21.25646276539052,0.6570664431265392,677.8604409754438,"c(664638.977123034, 6318105.28805628)"
693,-700366.4662,7755397.241,-700266.4662,7755297.241,P_693,-700316.4662,7755347.241,65,314,10,673.1479761389876,28.551885197132563,11.464463210235913,0.5737504088097845,656.1747980497876,680.1682289643672,27.628216179691258,100.89067291729923,0.5688186928898489,579.0518381616341,2,8.783846529063347,679.1181078698199,27.73924946432912,0.5696198070066611,591.919163743997,"c(664641.138068281, 6318050.8172983)"
697,-700366.4662,7754997.241,-700266.4662,7754897.241,P_697,-700316.4662,7754947.241,54,314,10,768.2742951311319,14.21652857130004,31.129369606270053,0.3397871237621654,728.6114937531344,768.3329942409191,17.18436093906566,58.16619874374013,0.41170319133465877,660.8435318078049,2,9.693745437761471,768.4430918780442,17.024232129769395,0.40944292510476843,661.5835118989703,"c(664649.782012, 6317832.92713912)"
712,-700266.4662,7757897.241,-700166.4662,7757797.241,P_712,-700216.4662,7757847.241,2,314,10,435.6029788328593,8.514687687648804,11.14157905199309,0.4116230145021773,1194.601018113258,438.12257229233944,12.385249088244795,12.710867165783185,0.43997007019767237,1073.9708191135303,2,9.889779401438062,436.9424830497427,10.662307569722905,0.4298377311750949,1127.6375850079044,"c(664641.681535192, 6319414.53767285)"
713,-700266.4662,7757797.241,-700166.4662,7757697.241,P_713,-700216.4662,7757747.241,24,314,10,457.36508612273434,27.53719611580256,13.600496005523704,0.5532632828960482,726.3935390279568,458.9059058106129,27.743471668764272,13.624269401177317,0.55823213462412,718.1348181893734,2,8.867108815345736,457.5437727755218,27.60669075259377,0.5539276460847591,724.1080467763709,"c(664643.842806634, 6319360.08403501)"
717,-700266.4662,7757397.241,-700166.4662,7757297.241,P_717,-700216.4662,7757347.241,49,314,10,542.9899048430339,28.543427603026256,20.871092035628426,0.500620192238763,892.420334674066,543.7100082315809,28.66370070740494,17.968911200833375,0.5147569914040193,870.8693203343166,2,8.784551955530228,541.5169701528747,28.028936110937547,0.4977848589151947,882.9655893015124,"c(664652.488055289, 6319142.26235764)"
718,-700266.4662,7757297.241,-700166.4662,7757197.241,P_718,-700216.4662,7757247.241,183,314,10,579.7862376806454,34.50172232665936,16.368430864331383,0.6826094156214347,689.1844200447231,578.5518835020965,34.02088717811336,13.941029133978407,0.6780894162399649,690.7091603678869,2,8.241091619246912,580.9795299683337,34.107431490327144,0.6832887492426871,678.4394578049104,"c(664654.649408171, 6319087.80515677)"
