SurfaceArea,Pred_dens,Pred_AOBs
527.513607,0.048391407,14.437196
531.5181016,0.054504112,16.40073535
577.4772496,0.087550362,28.80511523
583.5918589,0.094785338,31.56298773
574.3133065,0.099708543,32.70699931
559.9063449,0.095708859,30.58268864
554.8330541,0.087179732,27.55687284
550.0479149,0.092037731,28.87036301
544.0694418,0.07644213,23.64428949
536.9621887,0.064507698,19.64548053
531.134642,0.059712375,17.97178251
526.3587984,0.063744293,19.02750446
524.4728063,0.075702771,22.56919222
523.2575501,0.062129535,18.43134952
522.8631965,0.056794616,16.81854229
522.91382,0.054191484,16.04161772
523.4479737,0.047350079,14.01548924
546.9508924,0.091731799,28.61101366
548.8431958,0.087226704,27.2741406
549.6996426,0.096114589,30.15584056
547.2940692,0.096456751,30.1321845
541.9262056,0.083262574,25.68687151
711.0209095,0.326012639,141.8768167
717.7285424,0.324552328,142.4913824
706.8122661,0.301234277,129.1016501
686.4025961,0.282114565,116.5647286
667.925333,0.250751972,99.71352324
654.5544909,0.187713979,71.71890666
648.6682226,0.207887938,79.18494809
645.0436626,0.207117342,78.42782089
637.5772923,0.207515189,77.68033154
618.5126333,0.202038662,73.24431409
604.5837285,0.19452297,68.77120612
632.2403682,0.267249204,101.1603176
625.5771963,0.241337166,89.61023867
616.1095449,0.207370498,75.00685587
607.180164,0.211153358,75.37163827
599.259175,0.1810689,63.21789669
590.7137254,0.141494826,48.19812208
583.3715308,0.142406799,47.91790493
579.5535058,0.168158733,56.58240614
578.2425542,0.194848585,65.88949838
584.0928866,0.240745137,83.44720223
590.6220326,0.213866941,74.32069351
590.7900245,0.192775254,66.5672177
588.078773,0.171550453,58.62758208
525.8031588,0.050192615,14.9307348
529.8563986,0.073640222,22.17111757
535.4989674,0.095930922,29.31910081
541.3973532,0.116060988,36.01298114
540.5981938,0.126480732,39.28018451
537.4036564,0.112468751,34.61177706
535.9858345,0.069580054,21.17363294
533.9406839,0.075491067,22.91144251
531.5159978,0.074754768,22.58229653
529.2830161,0.069230285,20.80214853
529.0598959,0.062559884,18.76532118
530.7990671,0.052831489,15.87175794
565.918959,0.071216326,22.89014791
569.1846745,0.06783312,21.91226927
567.896937,0.065993715,21.2621786
572.3512231,0.078343142,25.50097873
575.293688,0.092895183,30.4830243
572.9600839,0.120363785,39.5630783
566.7819347,0.114495319,37.1793495
556.2530003,0.102293573,32.5145025
544.9680708,0.097847568,30.44459721
538.1942725,0.087386241,26.79422394
533.1988481,0.084818873,25.75338778
530.3800461,0.072326424,21.79025256
528.6405928,0.069292859,20.79612975
527.663773,0.048212207,14.38728457
533.6851371,0.039592036,11.93406754
687.392692,0.19495236,78.37006203
686.2388861,0.223650815,90.58220763
676.946898,0.287566243,117.425716
673.1076365,0.290429821,118.0492519
674.6354998,0.283887515,115.3625748
672.0369055,0.278006568,112.2956023
660.0021602,0.250519234,98.43233197
637.6861185,0.246812061,93.58310998
619.636313,0.219709815,80.24853308
623.7533478,0.215691829,79.20201258
638.8902972,0.2269914,85.68020469
631.3641918,0.234800481,87.80585366
617.6056323,0.235969988,86.35148341
619.8551935,0.227875493,83.47820763
619.5250379,0.23519688,86.31634732
614.945573,0.245853343,89.8686878
611.6555179,0.244170587,88.72876244
609.1798837,0.226815314,81.62819141
607.7020636,0.197227096,70.14574279
592.3931741,0.214347178,74.72057038
591.2610592,0.211943345,73.68905689
586.4053952,0.191546824,65.62816487
582.7028344,0.161080961,54.39794191
533.731375,0.079862283,24.24824811
540.1301932,0.1196163,37.05756788
542.6449811,0.130540138,40.73232242
543.0774744,0.126653625,39.51601848
542.8422028,0.111140362,34.54060672
541.7012281,0.105574495,32.70272716
539.45408,0.101615713,31.31975872
536.1907127,0.104508491,32.03629996
532.7060751,0.105608233,32.17015295
530.2109866,0.090762813,27.43634096
531.5496729,0.076143467,23.00882786
553.6784164,0.055718817,17.46960438
559.240575,0.070845409,22.50019108
568.6615264,0.080261616,25.9662129
579.0673585,0.091084256,30.07348591
586.4457363,0.138389385,46.76057205
591.0108063,0.152978239,52.28325002
587.4280238,0.131061552,44.27542698
578.1424178,0.114693055,37.99195564
570.0103706,0.123246209,40.33166029
562.9487396,0.129154949,41.79523577
557.4800231,0.118486896,37.87772744
550.9163392,0.110795397,34.94363047
543.2740116,0.096757549,30.00566307
537.024342,0.088687309,27.14167059
533.1558234,0.091992493,27.96994854
530.9141529,0.084762433,25.62598451
683.4555834,0.197383772,78.95534536
658.9464201,0.226195822,88.04006852
644.1486822,0.243613278,93.2126167
647.3671221,0.244850594,94.19090317
663.3249597,0.24520633,96.66359826
677.8019681,0.25046635,101.0641783
672.8343215,0.251280051,100.6734985
652.7365744,0.22857102,88.19588027
652.0108806,0.229008938,88.27951376
679.5625857,0.231978671,93.29600019
701.2746591,0.245344967,102.2569678
702.8722777,0.266289151,112.0226233
695.2116434,0.24046023,99.19773403
676.3298612,0.185778948,73.29569944
651.341792,0.215205346,82.50780326
631.1833535,0.179177556,65.85402939
619.1107335,0.140293605,50.07077979
536.2223571,0.078182681,23.84185246
541.3857063,0.118303907,36.72552843
545.3584643,0.117230331,36.65088901
547.8308148,0.120433741,37.8505835
548.9464213,0.091762286,28.72500138
549.258418,0.093073845,29.1605418
548.5389272,0.115779085,36.39757193
544.9371932,0.146635057,46.13960351
539.8937772,0.163145594,51.07414857
537.0905985,0.123509891,38.0865071
569.7045128,0.093222475,30.29463019
584.4671762,0.117078718,39.22690285
595.4326956,0.130939957,44.83601326
599.4828649,0.14424187,49.89644807
598.1624136,0.174321209,60.64147597
593.6539433,0.200799814,69.84043394
589.7196478,0.190746769,65.70715648
585.6741544,0.177210238,60.40016375
578.6102737,0.164227661,55.11472407
568.0160257,0.160958221,52.98614381
555.547738,0.160122615,51.540767
547.0361203,0.126628677,39.79584354
546.2798268,0.118787244,37.21400212
547.8356666,0.106680984,33.4275802
547.8501564,0.088512372,27.63304162
545.6999903,0.08608082,26.75565651
542.6337249,0.098383925,30.48364917
692.5416787,0.202254408,82.1022785
704.0335246,0.203090094,83.83143557
700.3602753,0.190818156,78.0672166
692.6810116,0.148178085,59.28515804
678.5596899,0.151871996,59.57893558
658.54606,0.130540819,49.43242163
562.0659831,0.10622444,34.14631694
558.9889716,0.143166802,46.16982374
554.1256453,0.148474343,47.52512141
547.2047519,0.104904379,32.82109729
539.4139975,0.043141633,13.15117023
584.8447403,0.110919697,37.13822998
591.6935485,0.220112922,76.77756643
594.6734878,0.276993971,98.97069816
598.100511,0.258073072,92.11634479
602.8644256,0.232888813,83.1122109
605.7160053,0.215043888,76.66575416
604.5139747,0.220031605,78.41152228
596.2082347,0.223654144,78.69957599
586.1558352,0.143974716,48.69404119
582.2437868,0.146053314,49.09453946
580.2803525,0.140272796,46.92318834
576.5257603,0.143705254,47.80104115
569.9354661,0.150643828,49.62286897
560.768456,0.157610043,51.17149841
552.5189872,0.167997927,53.88925938
546.7854546,0.142396991,44.90956734
542.5321086,0.101855647,31.57426768
538.8072312,0.077302622,23.68312169
535.1812398,0.074487397,22.65552898
568.7672696,0.078295035,25.32555923
573.789456,0.137966583,45.60705469
573.5494382,0.126793419,41.77993456
567.9688816,0.060682319,19.53413508
559.5744446,0.04196203,13.26700917
549.6529522,0.044443245,13.80821135
542.5906472,0.046762412,14.3464985
579.8500742,0.151876211,50.91341283
587.7451926,0.186874439,64.09213687
597.5053423,0.219706714,77.38128129
602.9586473,0.228017878,81.25832411
600.5250002,0.16478041,57.40306094
595.1473641,0.172027088,59.50362656
589.3523106,0.153529818,52.33300702
583.8715138,0.150407974,50.75413327
578.112159,0.161144417,53.99138582
569.6862248,0.168329405,55.67779926
561.0801871,0.156403545,50.79122989
557.1589324,0.143668458,46.18291544
557.1784101,0.113031605,36.06969759
557.9896488,0.119191568,38.14455464
558.0495443,0.138893678,44.66484904
553.2916959,0.139536431,44.49718732
544.503078,0.109416955,34.0955621
547.666775,0.092863928,29.00899922
555.7317222,0.138352435,44.29930158
567.7703856,0.177031601,58.49245255
577.3752393,0.104137778,34.3723901
580.9594636,0.064618925,21.29235018
579.1641832,0.102479881,33.91738379
570.8684147,0.12013032,39.33915206
562.8333068,0.083692141,26.81825158
557.3188855,0.054023474,17.04356004
551.5420932,0.056083515,17.51695183
546.3657062,0.063953656,19.81600934
541.2917919,0.047194014,14.44490949
568.1437125,0.139413046,45.65000648
567.1258759,0.11206494,36.39219573
567.7528986,0.089716812,29.03317089
570.3714625,0.091987501,29.92070629
572.4485132,0.113821868,37.32382075
572.3197629,0.121102426,39.76929896
572.5753954,0.133365102,43.93884814
573.3787489,0.167496093,55.74993336
571.4859888,0.183013292,60.96685957
569.3396615,0.170098894,56.25741423
566.8655732,0.162015208,53.23827908
559.8711224,0.173765203,56.56867655
553.2082343,0.147079937,46.98550135
547.3040331,0.092685697,28.93309925
540.5767406,0.067792647,20.79845436
544.4437787,0.083484624,25.87618437
555.8072508,0.083398558,26.38855096
567.0428185,0.108782081,35.2962578
575.5606884,0.100207428,32.94445809
575.4330731,0.065519445,21.38766751
574.5006296,0.063325813,20.62961106
572.6682929,0.103520644,33.88604552
569.1210358,0.103268846,33.59246529
561.7387756,0.097831313,31.37615763
553.6576044,0.092222553,29.1196077
548.1334458,0.093049374,29.09325837
545.6737174,0.09705731,30.23262926
545.8820716,0.094766364,29.51746906
546.8868184,0.086373631,26.90671978
546.4711106,0.083870389,26.09493529
572.2338665,0.109109369,35.72888308
574.6559654,0.146188008,48.50209056
578.9644354,0.203605704,69.12695781
578.8315129,0.229530156,78.5648755
573.2094925,0.221632215,74.92808459
570.7141295,0.215631619,72.44601039
566.041506,0.216122543,72.02879184
559.1031078,0.188574762,61.55298164
553.0881342,0.146407452,46.75410688
547.5757936,0.119246511,37.45018032
542.1513412,0.100047395,30.98152865
537.9657854,0.08615143,26.39847696
578.3041864,0.134147682,44.64741485
572.8679782,0.081472928,26.5601224
577.4908491,0.107248389,35.42782219
581.1522436,0.121987285,40.68821172
584.733209,0.121580967,40.79820936
584.7413024,0.127314552,42.77434716
579.5686713,0.119310781,39.66011037
571.5422132,0.12460631,40.89761461
563.5724107,0.142843996,46.43855226
558.1604911,0.141655876,45.59573479
555.2850375,0.140968509,45.13281392
552.151962,0.150929309,48.16680511
548.4895154,0.146404767,46.36452004
547.8919366,0.129970036,40.94099828
549.1340924,0.120524894,37.97008044
548.3488252,0.127728236,40.24630639
545.4896983,0.134721205,42.30008758
568.1223111,0.140772034,46.10938124
583.1250422,0.228222253,78.66117151
590.0280626,0.235567607,82.34718052
593.9459011,0.187253649,64.90827321
594.4609607,0.17280497,59.71518771
588.8734528,0.175875207,60.25354131
579.4177854,0.187523545,63.41767887
569.4828524,0.23638893,79.7755812
556.546807,0.218979806,71.82095664
547.9967815,0.163168525,51.84783475
544.5364175,0.115562594,36.06240121
595.5482752,0.174521161,60.44749024
634.5260098,0.216480948,80.88595539
654.1303724,0.232015261,89.82044464
665.0429143,0.239557532,94.50872158
570.0546102,0.114635728,37.44097343
576.4413638,0.133758993,44.36983211
584.0989682,0.153816212,51.96650803
588.5885029,0.157857162,53.79733559
588.2539074,0.162271886,55.33914125
582.5906166,0.172243479,58.32449677
574.8258758,0.176467321,59.02150544
569.10461,0.18100288,60.0139489
564.1950988,0.193363436,63.77425609
557.2953514,0.184110489,59.82785657
554.899694,0.155737436,50.00926916
558.9728973,0.136930638,44.08168112
562.9396999,0.130722324,42.31654033
564.0149084,0.096035681,30.91501971
561.8246344,0.075614663,24.14788211
558.624042,0.094757073,30.2033954
555.2352653,0.126832935,40.45896633
537.7578056,0.109034785,33.55269627
541.4341878,0.095976792,29.65854776
553.2792773,0.098764962,31.20485209
567.8679785,0.11020536,35.82193586
583.5071807,0.128243334,43.00608045
601.053621,0.15707269,54.65158053
613.9048269,0.194784668,69.92917181
620.797946,0.206206479,75.1297476
618.5074794,0.240252565,88.17058682
596.5728128,0.235536546,83.24861887
577.850306,0.210173495,71.37634711
566.8868155,0.180729053,59.68443368
557.517285,0.144974428,46.64822467
561.9588942,0.120788852,38.94501621
574.1392134,0.137758319,45.56324335
611.1714157,0.186130993,66.36818775
650.3640574,0.223231127,85.6765656
672.2405179,0.221485861,87.81096825
574.07335,0.150675692,49.99375321
584.2789318,0.180013777,61.26086031
591.0331854,0.216996738,75.5320657
592.805303,0.216174974,75.45313993
594.0492853,0.203190371,70.77191689
595.9777117,0.204660121,71.5482223
590.3856828,0.191042066,65.88816672
580.0843336,0.188425679,63.81058384
575.8981411,0.199343797,67.2303589
580.1274759,0.199609451,67.82099335
588.8745873,0.144789427,49.20712517
595.4061901,0.152133851,52.37092384
595.0949713,0.195721155,68.13154587
584.852706,0.24847359,86.4573493
570.3526836,0.286066113,98.36476576
560.9049993,0.271634982,91.372121
553.0010816,0.195374602,63.19371819
545.9452265,0.18411598,58.61111878
540.7228095,0.133932456,41.67721133
536.1566262,0.114736377,35.24648224
536.7572572,0.102543938,31.45403593
543.6644754,0.095093147,29.50080843
559.4892776,0.104830314,33.53337513
578.5210275,0.151464549,50.65281931
606.5395478,0.184904982,65.40653481
631.4341699,0.233751562,87.39304965
634.7411001,0.281043154,107.3456105
628.6096217,0.287848395,109.1607046
606.7508017,0.235462695,84.64008018
588.9806536,0.183408737,62.97491462
587.2103587,0.159958686,54.41864869
591.1823566,0.168961147,58.00508295
563.9925161,0.111856254,36.12271201
576.9824774,0.16480989,55.16294809
590.79553,0.282750573,100.5812942
602.2803463,0.407482362,155.7415585
614.6976056,0.422308658,165.9363914
626.1763913,0.406168334,161.3025711
626.7159359,0.426520746,171.2182503
613.4404039,0.473802489,190.7616057
596.7792554,0.496269995,196.8267041
590.3117659,0.455664604,174.871504
594.4919724,0.363809264,134.5379554
601.4884107,0.363531524,135.9973338
608.2579753,0.410038056,158.4812942
606.3810813,0.437875767,171.0409437
593.9632253,0.422310461,160.3399795
583.8478244,0.37114124,135.2196856
572.674444,0.295356416,102.3278455
560.4668903,0.311499185,106.2546579
550.6698957,0.206568997,66.76628527
541.8644533,0.191448646,60.60979636
536.6706793,0.174148351,54.3509172
533.01523,0.137692649,42.2782133
534.0724191,0.109729188,33.54021539
538.9338021,0.106078847,32.69442544
558.0475495,0.113992405,36.44099325
584.2060331,0.147929597,49.91469175
625.6457172,0.210726717,77.49747003
